Column_1,Column_2,Column_3,Column_4,Column_5
0.78251,0.38369,8.14063,2.14014,0.10523
0.78765,0.38239,8.05518,2.20224,0.10523
0.79383,0.38109,7.95752,1.98282,0.10523
0.79053,0.38012,7.81592,2.13393,0.10417
0.68498,0.37654,7.81104,2.07183,0.10417
0.68436,0.37557,7.7207,1.5502,0.10417
0.6644,0.37329,7.53271,1.75719,0.10417
0.67284,0.37102,7.55225,1.82757,0.10523
0.66214,0.37005,7.55225,1.85034,0.10523
0.65782,0.36907,7.56934,1.82343,0.10523
0.64794,0.36777,7.37891,1.722,0.10629
0.63683,0.36647,7.40332,1.64748,0.10735
0.63704,0.3655,7.53271,1.49431,0.10629
0.64177,0.3642,11.98828,1.5295,0.10735
0.64218,0.36322,45.26465,13.76092,0.10841
2590.53498,2685.9974,3826.21094,2322.17967,1212.78848
2702.6749,3232.61858,3792.03125,2773.432,1238.19606
2763.37449,3186.32229,3753.94531,2688.56344,1233.96147
2777.77778,3174.95127,3735.39063,2685.4585,1238.19606
2783.95062,3174.13905,3730.50781,2683.38853,1238.19606
2792.18107,3165.20468,3734.41406,2687.52846,1242.43066
2812.7572,3148.96036,3734.41406,2685.4585,1250.89985
2806.58436,3144.08707,3730.50781,2697.87829,1255.13445
2794.23868,3146.52372,3733.4375,2700.98323,1259.36905
2791.15226,3152.20923,3730.50781,2700.98323,1259.36905
2805.55556,3157.89474,3727.57813,2708.22811,1259.36905
2813.78601,3161.1436,3725.625,2720.6479,1259.36905
2818.93004,3161.95582,3727.57813,2728.92776,1259.36905
2825.10288,3168.45354,3721.71875,2737.20762,1263.60364
2831.27572,3177.38791,3723.67188,2739.27758,1263.60364
2834.36214,3183.88564,3728.55469,2740.31256,1267.83824
2834.36214,3188.75893,3733.4375,2740.31256,1272.07284
2835.39095,3194.44444,3733.4375,2739.27758,1272.07284
2837.44856,3200.12995,3739.29688,2739.27758,1276.30743
2833.33333,3202.5666,3740.27344,2742.38253,1276.30743
2825.10288,3204.19103,3743.20313,2743.41751,1280.54203
1.4465,0.64457,6.4707,16.42289,0.065
0.30309,0.50487,6.33887,2.42579,0.0957
0.25432,0.52567,6.90283,2.43614,0.10946
0.33992,0.53314,6.75879,3.2455,0.10523
0.44115,0.53249,7.33496,2.79011,0.11264
0.51193,0.52502,7.09082,2.92465,0.10523
0.54774,0.51819,7.63037,2.3699,0.11052
0.50638,0.51332,8.0625,2.3492,0.11158
0.55679,0.51072,7.14941,2.11944,0.11582
0.55165,0.50487,7.37158,2.80667,0.11582
0.5465,0.49675,7.55469,2.21466,0.12005
0.59074,0.49188,7.23242,2.16084,0.11899
0.63683,0.48993,7.36426,2.06355,0.12005
0.66399,0.48765,7.18604,2.18775,0.12005
