Column_1,Column_2,Column_3,Column_4,Column_5
0.03194,0.15101,0.11299,0.14524,0.11441
0.03091,0.1488,0.11091,0.14437,0.11294
0.03117,0.14628,0.10913,0.1438,0.11206
0.03143,0.14502,0.10824,0.14265,0.10941
0.03375,0.14313,0.10735,0.14265,0.10794
0.03375,0.14092,0.10647,0.14351,0.10676
0.03349,0.13777,0.1032,0.14323,0.10412
0.03375,0.13619,0.10231,0.14294,0.10265
0.03478,0.13493,0.10083,0.14265,0.10147
0.03529,0.1343,0.10083,0.14265,0.10118
0.034,0.13367,0.10083,0.14237,0.10118
0.03323,0.13115,0.09994,0.14208,0.10118
0.03194,0.13083,0.09964,0.14208,0.10088
0.03065,0.13304,0.09786,0.14208,0.09882
0.03117,0.13462,0.09757,0.14007,0.09882
4715.09531,2682.59773,2559.19336,3106.77382,2538
4649.14992,2612.86255,2530.13049,3004.59242,3111.88235
4647.08913,2571.37453,2509.37129,2985.07463,3039.88235
4661.51468,2536.06557,2485.29063,2979.3341,2995.41176
4671.81865,2532.53468,2477.81732,2982.77842,2946.70588
4686.2442,2542.24464,2462.8707,2978.18599,2925.52941
4692.42658,2558.13367,2455.39739,2974.74168,2925.52941
4690.36579,2554.60277,2452.90629,2966.70494,2916
4675.94024,2554.60277,2448.75445,2952.92767,2903.29412
4694.48738,2552.83733,2444.60261,2951.77956,2896.94118
4698.60896,2555.4855,2446.26335,2958.6682,2895.88235
4690.36579,2558.13367,2445.43298,2971.29736,2893.76471
4678.00103,2559.89912,2446.26335,2977.03789,2886.35294
4682.12262,2563.43001,2443.77224,2986.22273,2872.58824
4692.42658,2561.66456,2445.43298,2986.22273,2873.64706
4702.73055,2553.72005,2443.77224,2985.07463,2870.47059
4710.97372,2551.07188,2448.75445,2985.07463,2873.64706
4719.2169,2552.83733,2447.92408,2985.07463,2872.58824
4731.58166,2555.4855,2451.24555,2979.3341,2866.23529
4741.88563,2556.36822,2445.43298,2980.4822,2865.17647
4743.94642,2554.60277,2440.45077,2981.63031,2865.17647
0.11386,0.28657,0.18921,0.12543,0.07088
0.13988,0.11475,0.1121,0.15844,0.10647
0.14632,0.16141,0.16044,0.16475,0.13
0.14838,0.1838,0.16874,0.18427,0.14912
0.15121,0.20523,0.18238,0.19145,0.15647
0.14657,0.22919,0.18861,0.19747,0.16765
0.144,0.23676,0.18624,0.18829,0.17206
0.13807,0.23644,0.18891,0.18255,0.18706
0.13498,0.2377,0.18535,0.18284,0.18941
0.1306,0.23518,0.18446,0.18858,0.185
0.12828,0.22919,0.18921,0.18743,0.17882
0.12468,0.22509,0.19128,0.18255,0.17412
0.12133,0.21595,0.19217,0.1837,0.16912
0.11824,0.21438,0.19632,0.18542,0.16265
