Column_1,Column_2,Column_3,Column_4,Column_5
0.14262,0.03778,0.00983,0.09828,0.06092
0.14177,0.03778,0.00993,0.09799,0.06064
0.1412,0.03778,0.00983,0.0977,0.05951
0.14007,0.03778,0.00962,0.09595,0.05752
0.13979,0.03778,0.00973,0.09478,0.05639
0.13923,0.03778,0.00983,0.09245,0.05526
0.13866,0.03778,0.00993,0.09186,0.05412
0.13668,0.03778,0.00983,0.09099,0.05356
0.1364,0.03778,0.00983,0.09128,0.05242
0.13527,0.03778,0.01004,0.09128,0.05271
0.13471,0.03778,0.00983,0.09128,0.05186
0.13443,0.03778,0.00973,0.09099,0.05157
0.13443,0.03778,0.00973,0.08953,0.05129
0.13358,0.03778,0.00983,0.08895,0.05044
0.12793,0.03778,0.00983,0.08778,0.05016
2029.08783,0.03778,0.00993,3292.38845,2847.4072
2589.09912,0.03778,0.00993,3228.34646,2807.7359
2489.97458,0.03778,0.00983,3183.2021,2780.95778
2469.64134,0.03778,0.00983,3120.20997,2742.27827
2454.39141,0.03778,0.00993,3104.46194,2726.40975
2439.14149,0.03778,0.00983,3099.2126,2724.42618
2434.90539,0.03778,0.00983,3102.3622,2717.48371
2429.82208,0.03778,0.00983,3089.76378,2713.51658
2431.51652,0.03778,0.00973,3087.66404,2710.54123
2426.43321,0.03778,0.00983,3083.46457,2708.55767
2417.96103,0.03778,0.00983,3080.31496,2706.5741
2417.11381,0.03778,0.00983,3078.21522,2703.59875
2424.73877,0.03778,0.00973,3079.26509,2694.67271
2427.28043,0.03778,0.00973,3069.81627,2699.63162
2428.12765,0.03778,0.00983,3069.81627,2711.53301
2429.82208,0.03778,0.00983,3071.91601,2705.58232
2431.51652,0.03778,0.00983,3067.71654,2703.59875
2435.75261,0.03778,0.00983,3068.7664,2709.54945
2434.90539,0.03778,0.00993,3065.6168,2705.58232
2437.44705,0.03778,0.00983,3064.56693,2703.59875
2437.44705,0.03778,0.00983,3049.86877,2705.58232
0.14629,0.03778,0.00962,0.14261,0.11278
0.1717,0.03778,0.00973,0.16185,0.1295
0.19373,0.03778,0.00962,0.16594,0.14282
0.19175,0.03778,0.00962,0.16769,0.16634
0.18978,0.03778,0.00983,0.16973,0.16719
0.1991,0.03778,0.00983,0.1811,0.16379
0.20023,0.03778,0.00993,0.17994,0.15557
0.19317,0.03778,0.01004,0.18023,0.15387
0.19317,0.03778,0.00983,0.17614,0.15245
0.20051,0.03778,0.00993,0.17556,0.14763
0.20474,0.03778,0.00983,0.17644,0.14112
0.20192,0.03677,0.00983,0.17323,0.13573
0.19994,0.03778,0.00973,0.17177,0.13092
0.20079,0.03778,0.00973,0.16885,0.12723
