Column_1,Column_2,Column_3,Column_4,Column_5
0.76955,0.41391,6.82959,4.89733,0.07347
0.77778,0.41131,6.90527,4.96564,0.07347
0.76132,0.41001,6.80762,4.75864,0.07241
0.7677,0.40968,6.79297,4.62202,0.07135
0.74959,0.40741,6.89307,4.53923,0.07029
0.74712,0.40578,6.83203,4.55372,0.06924
0.74156,0.40318,6.77344,4.51853,0.06924
0.74136,0.39799,6.79297,4.48541,0.07029
0.73807,0.39636,6.72705,4.19354,0.07029
0.72675,0.39539,6.79053,4.1066,0.07029
0.72325,0.39571,6.7124,3.96171,0.07135
0.70309,0.39344,6.75146,3.82095,0.07241
0.67263,0.39084,6.85889,3.69882,0.07347
0.66111,0.39084,8.40674,3.65535,0.07347
0.63457,0.38921,32.61816,3.58704,0.07347
2847.73663,3086.41975,3394.57031,2496.05672,1170.44252
2853.90947,2999.51267,3594.76563,3167.7603,1204.31929
2859.0535,2945.90643,3554.72656,3172.93521,1208.55389
2860.0823,2921.53996,3560.58594,3220.5444,1200.08469
2855.96708,2910.98116,3589.88281,3244.349,1195.8501
2869.34156,2910.98116,3661.17188,3250.55889,1200.08469
2879.62963,2911.79337,3671.91406,3252.62886,1195.8501
2878.60082,2913.4178,3673.86719,3264.01366,1187.3809
2880.65844,2913.4178,3685.58594,3278.50342,1183.14631
2880.65844,2910.98116,3700.23438,3289.88822,1183.14631
2896.09053,2911.79337,3721.71875,3304.37798,1187.3809
2895.06173,2913.4178,3735.39063,3303.34299,1191.6155
2883.74486,2914.23002,3747.10938,3303.34299,1195.8501
2880.65844,2917.47888,3757.85156,3287.81826,1200.08469
2874.4856,2919.91553,3784.21875,3297.1331,1204.31929
2869.34156,2918.2911,3816.44531,3308.51791,1208.55389
2872.42798,2921.53996,3848.67188,3311.62285,1212.78848
2881.68724,2920.72775,3884.80469,3317.83275,1212.78848
2886.83128,2925.60104,3895.54688,3319.90271,1217.02308
2885.80247,2936.97206,3900.42969,3327.14759,1217.02308
2891.97531,2942.65757,3900.42969,3330.25254,1217.02308
1.38889,0.41943,18.02344,22.4734,0.03441
0.14712,0.47628,5.55273,1.70337,0.04838
0.40288,0.49838,4.94971,2.03457,0.05611
0.45494,0.51559,5.70654,3.11716,0.065
0.71543,0.51267,6.34619,2.69696,0.06818
0.78416,0.51852,6.53418,3.36142,0.06924
0.80556,0.51884,6.07031,3.438,0.06818
0.85082,0.51917,5.72852,3.18133,0.06924
0.77099,0.51819,5.82617,2.99917,0.06712
0.66358,0.51267,6.40967,2.79011,0.06818
0.64568,0.50422,6.76611,3.1627,0.06924
0.62922,0.4987,6.80762,4.0031,0.07135
0.68683,0.49285,6.96631,4.34258,0.06924
0.73374,0.4896,6.73682,5.01118,0.06924
