Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7
1.17e-06,1.006e-06,7.315e-07,5.22e-07,7.112e-07,3.914856728202028e-06,1.7581840154606539e-06
1.169e-06,9.933e-07,7.467e-07,5.152e-07,7.531e-07,1.0189379132202943e-06,3.31223207457984e-06
1.169e-06,1.014e-06,7.493e-07,5.201e-07,7.143e-07,3.144219254630314e-06,2.5812719913334954e-06
1.163e-06,1.041e-06,7.486e-07,5.135e-07,6.871e-07,9.268864727734183e-07,3.647142805059985e-06
1.164e-06,1.002e-06,7.419e-07,5.149e-07,6.98e-07,2.84707808543593e-06,2.9322177504449022e-06
1.165e-06,9.728e-07,7.414e-07,5.211e-07,6.61e-07,3.2478113019410844e-06,3.638533613656926e-06
1.167e-06,1.01e-06,7.536e-07,5.294e-07,6.5e-07,7.446294993448621e-07,2.108205864395821e-06
1.168e-06,9.868e-07,7.543e-07,5.295e-07,6.248e-07,1.1513135323156782e-06,3.347328478817272e-06
1.173e-06,9.778e-07,7.544e-07,5.3e-07,6.489e-07,3.5048925034478595e-06,3.853823802581151e-06
1.17e-06,9.299e-07,7.557e-07,5.306e-07,6.035e-07,1.6545085743288376e-06,9.676433538036364e-07
1.176e-06,9.702e-07,7.702e-07,5.377e-07,5.681e-07,1.4502581679602384e-06,1.1454138086391817e-07
1.172e-06,9.613e-07,7.709e-07,5.329e-07,5.836e-07,1.804849699574011e-06,1.1652916009779596e-06
1.165e-06,1.054e-06,7.554e-07,5.359e-07,6.476e-07,3.5583539636271767e-06,3.003629485547098e-06
1.161e-06,1.066e-06,7.587e-07,5.37e-07,6.907e-07,2.934167448648228e-07,3.5899476258373077e-06
1.164e-06,1.11e-06,7.612e-07,5.41e-07,6.977e-07,1.8925289075229465e-06,2.195267101971504e-06
1.165e-06,1.142e-06,7.737e-07,5.428e-07,7.644e-07,1.492283413032339e-06,3.119523143243657e-06
1.173e-06,1.144e-06,7.704e-07,5.464e-07,8.241e-07,2.468282011986362e-06,1.7592790719388194e-07
1.177e-06,1.174e-06,7.899e-07,5.466e-07,8.179e-07,2.7736075021647533e-06,2.936215246082835e-06
6.006e-06,1.169e-06,7.884e-07,5.491e-07,7.96e-07,3.295191638137581e-06,3.8243597582376276e-06
1.764e-05,1.166e-06,7.774e-07,5.501e-07,8.019e-07,7.859006248363096e-07,2.66435987460638e-06
0.0003837,1.221e-06,7.85e-07,5.515e-07,7.742e-07,2.0079032490979963e-06,2.303460233976442e-06
0.0004448,1.286e-06,7.824e-07,5.521e-07,7.674e-07,3.7502994890280297e-06,1.4742720053790464e-06
0.0004454,1.287e-06,7.849e-07,5.467e-07,7.49e-07,1.167899374110926e-06,1.1909557906927866e-06
0.0004452,1.439e-06,7.8e-07,5.489e-07,7.667e-07,6.644727793855707e-07,2.815950747382586e-06
0.0004415,1.546e-05,7.882e-07,5.542e-07,7.46e-07,7.285104621414318e-07,1.5874569206270242e-06
8.148e-05,0.0002242,7.93e-07,5.561e-07,7.447e-07,5.801837833759138e-07,2.8348968140252617e-06
3.181e-06,0.0004746,7.925e-07,5.575e-07,7.414e-07,2.5453709548725016e-06,3.4582577954271743e-06
4.978e-07,0.0004736,7.848e-07,5.646e-07,7.535e-07,7.849394313261002e-07,1.1255869678178979e-06
2.281e-07,0.0004681,7.811e-07,5.584e-07,7.561e-07,2.217529605273912e-06,1.6508712604927011e-06
4.279e-07,0.0004636,9.282e-07,5.521e-07,7.763e-07,3.881661943986521e-06,4.3781621874745547e-07
8.043e-07,0.0002515,1.587e-05,5.546e-07,7.488e-07,6.289726225331886e-07,1.4224983981869776e-09
1.624e-06,1.031e-05,0.0001874,5.584e-07,7.923e-07,2.6450771814537403e-06,1.4278624523825009e-06
3.063e-06,3.648e-07,0.0004876,5.532e-07,7.658e-07,1.584928521166094e-06,1.647963019648075e-06
3.437e-06,3.121e-07,0.000487,5.54e-07,7.928e-07,3.1445279422310753e-06,1.4555733876749345e-06
