Epoch,Loss fuction,Learning accuracy,Learning rate
1,1.554660017673786,0.61,0.0001
2,1.4323441982269287,0.92,0.0001
3,1.2801020695612981,0.96,0.0001
4,1.0933096959040716,0.97,0.0001
5,0.8808869215158316,1.0,0.0001
6,0.6615949043860803,1.0,0.0001
7,0.46621217406713045,1.0,0.0001
8,0.31089587624256426,1.0,0.0001
9,0.20334956279167762,1.0,0.0001
10,0.13372897585997215,1.0,0.0001
11,0.09074893249915196,1.0,0.0001
12,0.0636306290443127,1.0,0.0001
13,0.04655410721898079,1.0,0.0001
14,0.035514664478026904,1.0,0.0001
15,0.02777706516476778,1.0,0.0001
16,0.022083441082101602,1.0,0.0001
17,0.01755033447765387,1.0,0.0001
18,0.014268298203555437,1.0,0.0001
19,0.011834520488404311,1.0,0.0001
20,0.010104772061682664,1.0,0.0001
21,0.008453287220058532,1.0,0.0001
22,0.007238737916430602,1.0,0.0001
23,0.00629725271406082,1.0,0.0001
24,0.005409625412609715,1.0,0.0001
25,0.004673997764117443,1.0,0.0001
26,0.004139002681208344,1.0,0.0001
27,0.003622552684436624,1.0,0.0001
28,0.0031935958048472037,1.0,0.0001
29,0.002912069894731618,1.0,0.0001
30,0.002509331814228342,1.0,0.0001
31,0.0022465341831915653,1.0,0.0001
32,0.0020132567823076476,1.0,0.0001
33,0.0018290733972277779,1.0,0.0001
34,0.0017178063728631688,1.0,0.0001
35,0.0015298736263782932,1.0,0.0001
36,0.001412474881642713,1.0,0.0001
37,0.0012635327248762434,1.0,0.0001
38,0.0011436755168968095,1.0,0.0001
39,0.0010594381646324808,1.0,0.0001
40,0.000964666094380216,1.0,0.0001
41,0.0008839552980274535,1.0,0.0001
42,0.0008323484127266476,1.0,0.0001
43,0.0007440576670118249,1.0,0.0001
44,0.0006990642197286853,1.0,0.0001
45,0.000636210091985189,1.0,0.0001
46,0.0006007573056894427,1.0,0.0001
47,0.0005460871011914256,1.0,0.0001
48,0.0005062343687033997,1.0,0.0001
49,0.0004710677782825839,1.0,0.0001
50,0.0004302386615353708,1.0,0.0001
51,0.0004132075365095471,1.0,0.0001
52,0.000367080948378246,1.0,0.0001
53,0.000344945613715726,1.0,0.0001
54,0.0003193333518888372,1.0,0.0001
55,0.00029480664390855684,1.0,0.0001
56,0.00027003559583905514,1.0,0.0001
57,0.0002496765591786243,1.0,0.0001
58,0.0002368106853772098,1.0,0.0001
59,0.00022311623951491827,1.0,0.0001
60,0.00020693910482805222,1.0,0.0001
61,0.00019847864034370735,1.0,0.0001
62,0.00017954077394768738,1.0,0.0001
63,0.00016678655363368586,1.0,0.0001
64,0.0001583448577618513,1.0,0.0001
65,0.00014877276967476623,1.0,0.0001
66,0.00014061323376014255,1.0,0.0001
67,0.00013222771611673615,1.0,0.0001
68,0.00012807514912520463,1.0,0.0001
69,0.00011755541457275215,1.0,0.0001
70,0.00011131680758598332,1.0,0.0001
71,0.00010698960977606475,1.0,0.0001
72,0.00010050760409705198,1.0,0.0001
73,9.530262468615547e-05,1.0,0.0001
74,9.103234277482933e-05,1.0,0.0001
75,8.54079511415106e-05,1.0,0.0001
76,8.304582073693522e-05,1.0,0.0001
77,7.861679058316021e-05,1.0,0.0001
78,7.433569827788652e-05,1.0,0.0001
79,7.066564844885412e-05,1.0,0.0001
80,7.021805168523525e-05,1.0,0.0001
81,6.382366784516937e-05,1.0,0.0001
82,6.175004651035684e-05,1.0,0.0001
83,6.016853107072305e-05,1.0,0.0001
84,5.651150814418752e-05,1.0,0.0001
85,5.40556222683965e-05,1.0,0.0001
86,5.5233147857227145e-05,1.0,0.0001
87,5.19521189954293e-05,1.0,0.0001
88,4.818444498456441e-05,1.0,0.0001
89,4.624448830817038e-05,1.0,0.0001
90,4.3925676296706886e-05,1.0,0.0001
91,4.236193392269062e-05,1.0,0.0001
92,4.1575222684724184e-05,1.0,0.0001
93,4.036100318234485e-05,1.0,0.0001
94,3.904875652201904e-05,1.0,0.0001
95,3.959138596725937e-05,1.0,0.0001
96,3.62856360600115e-05,1.0,0.0001
97,3.443580611089531e-05,1.0,0.0001
98,3.351410696968042e-05,1.0,0.0001
99,3.3066782354860785e-05,1.0,0.0001
100,3.1172333715053705e-05,1.0,0.0001
