Column_1,Column_2,Column_3,Column_4,Column_5
0.4021,0.07148,0.28578,0.06955,0.09998
0.40385,0.06997,0.27061,0.0687,0.09876
0.40822,0.06788,0.27208,0.06849,0.09803
0.40559,0.06542,0.27086,0.06785,0.09755
0.39773,0.06276,0.26915,0.06722,0.09585
0.39248,0.062,0.26988,0.06637,0.09585
0.39773,0.06105,0.26817,0.06595,0.09537
0.39161,0.06143,0.26597,0.0651,0.09488
0.38549,0.06238,0.26597,0.06425,0.09391
0.38811,0.06219,0.26548,0.06298,0.09221
0.39423,0.06162,0.26768,0.06319,0.09173
0.4021,0.06257,0.2667,0.06277,0.09051
0.3986,0.062,1.09371,0.06467,0.08978
0.3986,0.06181,2.6873,0.06298,0.0893
0.39598,3067.59575,3201.96966,2859.37235,0.08954
0.39248,3084.85021,3489.83362,2996.52248,2702.83912
0.38811,3150.17065,3502.55689,2976.78117,2725.55205
0.38199,3190.84187,3555.04037,2981.97625,2704.58627
0.38374,3215.49109,3567.76364,2997.56149,2694.97695
0.38899,3242.60523,3559.8116,3015.22477,2702.83912
0.3951,3252.46492,3574.12528,3025.61493,2701.96554
0.38724,3261.09215,3618.65672,3034.96607,2704.58627
0.39685,3261.09215,3634.5608,3036.00509,2706.33341
0.38724,3263.55707,3664.77857,3043.2782,2708.08056
0.39685,3263.55707,3680.68265,3050.55131,2709.82771
0.39685,3270.95184,3693.40592,3056.78541,2710.70129
0.39248,3277.11414,3688.6347,3067.17557,2718.56346
0.39598,3279.57907,3709.31001,3072.37065,2725.55205
0.38811,3284.50891,3729.98532,3074.44869,2729.04635
0.38112,3289.43876,3747.47981,3079.64377,2733.41422
0.38724,3296.83352,3757.02227,3082.76081,2736.03494
0.38112,3302.99583,3761.79349,3082.76081,2735.16137
0.38724,3306.69321,3753.84145,3086.91688,2736.03494
0.37762,3314.08798,3750.66063,3093.15098,2739.52924
0.38374,3319.01782,3757.02227,3095.22901,2741.27639
0.39948,2890.12135,3605.93345,3097.30704,2743.02354
0.38811,0.01725,2.03156,0.1039,2738.65567
0.38374,0.05309,0.29092,0.13486,0.21694
0.38287,0.05082,0.27428,0.15416,0.22907
0.39248,0.06788,0.41962,0.15776,0.23878
0.38549,0.07793,0.51749,0.17112,0.24654
0.38724,0.07357,0.68975,0.18236,0.24436
0.38986,0.07774,0.66968,0.16964,0.23271
0.3986,0.07414,0.71519,0.15628,0.21548
0.39423,0.07907,0.7355,0.15437,0.20747
0.37675,0.084,0.69562,0.15119,0.2048
0.38374,0.0711,0.65892,0.14949,0.20189
0.37413,0.07091,0.50037,0.14631,0.19583
0.375,0.07167,0.41767,0.14037,0.18782
0.36976,0.06883,0.43063,0.1374,0.18272
