Column_1,Column_2,Column_3,Column_4,Column_5
0.01045,0.01174,0.00892,0.04384,0.04965
0.01045,0.01163,0.00892,0.04355,0.04663
0.01034,0.01174,0.00881,0.04212,0.04482
0.01034,0.01186,0.00892,0.04183,0.04382
0.01023,0.01186,0.00904,0.04097,0.04101
0.01034,0.01186,0.00881,0.04011,0.03779
0.01056,0.01186,0.00869,0.04011,0.03437
0.01056,0.01186,0.00857,0.03954,0.03437
0.01067,0.01151,0.00881,0.03897,0.03317
0.01034,0.01174,0.00881,0.03811,0.03256
0.01023,0.01163,0.00881,0.03782,0.03116
0.01034,0.01174,0.00881,0.03754,0.02995
0.01056,0.01163,0.00892,0.03725,0.02894
0.01056,0.01174,0.00904,0.04155,0.02653
0.01056,0.01186,0.00869,0.67393,0.06673
0.01045,0.01163,0.00857,2652.60745,2025.42714
0.01045,0.01163,0.00857,2648.02292,1876.28141
0.01056,0.01163,0.00881,2644.3553,1798.89447
0.01056,0.01174,0.00892,2640.68768,1767.23618
0.01067,0.01174,0.00881,2644.3553,1757.38693
0.01056,0.01186,0.00881,2646.18911,1758.79397
0.01045,0.01186,0.00869,2647.10602,1749.64824
0.01034,0.01174,0.00845,2650.77364,1748.94472
0.01056,0.01174,0.00857,2654.44126,1743.31658
0.01045,0.01186,0.00857,2648.93983,1747.53769
0.01034,0.01186,0.00857,2640.68768,1750.35176
0.01034,0.01186,0.00869,2631.51862,1748.94472
0.01034,0.0114,0.00845,2628.76791,1753.86935
0.01034,0.01151,0.00857,2626.9341,1760.20101
0.01023,0.01151,0.00845,2623.26648,1759.49749
0.01012,0.01151,0.00857,2625.10029,1755.9799
0.01034,0.0114,0.00857,2628.76791,1757.38693
0.01034,0.01151,0.00869,2628.76791,1755.9799
0.01045,0.01128,0.00857,2633.35244,1757.38693
0.01045,0.01128,0.00845,2635.18625,1758.09045
0.01045,0.01128,0.00845,2610.4298,1758.09045
0.01045,0.0114,0.00857,0.10315,0.23417
0.01045,0.01105,0.00845,0.11261,0.1393
0.01045,0.01128,0.00845,0.12464,0.2008
0.01067,0.01128,0.00857,0.12493,0.18432
0.01034,0.0114,0.00869,0.13352,0.16663
0.01034,0.01163,0.00857,0.13868,0.17467
0.01056,0.0114,0.00857,0.12894,0.20583
0.01056,0.0114,0.00845,0.13123,0.20563
0.01056,0.01163,0.00845,0.13066,0.20503
0.01067,0.0114,0.00822,0.12923,0.20442
0.01056,0.01163,0.00857,0.12665,0.19317
0.01067,0.01163,0.00904,0.12521,0.18995
0.01045,0.01163,0.00892,0.12321,0.18332
0.01045,0.01163,0.00881,0.11891,0.17447
