Epoch,Loss fuction,Learning accuracy,Learning rate
54,0.012502614259719848,0.995,0.0005
55,0.008838099575368687,0.99,0.0005
56,0.006958468275843188,0.995,0.0005
57,0.007307320422551129,0.985,0.0005
58,0.009390385037986561,0.99,0.0005
59,0.007126313477638178,0.99,0.0005
60,0.0064324935799231755,0.99,0.00025
61,0.006289754103636369,0.995,0.00025
62,0.00726628718606662,0.995,0.00025
63,0.006275929429830285,0.99,0.00025
64,0.005442667149472982,0.995,0.00025
65,0.00805291805882007,0.995,0.00025
66,0.005752529158926336,0.99,0.00025
67,0.005184520859038457,0.99,0.00025
68,0.005378022489603609,0.99,0.00025
69,0.005486766471440205,0.99,0.00025
70,0.005395573452697136,0.99,0.00025
71,0.005571745506022126,0.99,0.00025
72,0.0046975679084425796,0.99,0.00025
73,0.005508266289834865,0.99,0.00025
74,0.0052659913152456285,0.99,0.00025
75,0.004736165237845853,0.99,0.00025
76,0.005237167474115267,0.99,0.00025
77,0.0051903137232875455,0.99,0.00025
78,0.005633170450892067,0.985,0.00025
79,0.006809404889354482,0.99,0.00025
80,0.00492167135438649,0.99,0.00025
81,0.004326277508516796,0.99,0.00025
82,0.004507791240466758,0.99,0.00025
83,0.00438028007716639,0.99,0.00025
84,0.00397694019604387,0.985,0.00025
85,0.004889994769619079,0.99,0.00025
86,0.004324938032077626,0.99,0.00025
87,0.00450549836124992,0.99,0.00025
88,0.003970667847752339,0.99,0.00025
89,0.004001343079871731,0.995,0.00025
90,0.0036109170358395205,0.99,0.000125
91,0.0044863723055459555,0.995,0.000125
92,0.004190061431290815,0.995,0.000125
93,0.003654311504215002,0.99,0.000125
94,0.0038684663247840947,0.995,0.000125
95,0.003622734755263082,0.99,0.000125
96,0.0034976782523153814,0.99,0.000125
97,0.003778859270387329,0.99,0.000125
98,0.003443943920865422,0.99,0.000125
99,0.003343803465759265,0.99,0.000125
100,0.0033848375925299478,0.99,0.000125
101,0.0032061458988755474,0.995,0.000125
102,0.003380255941883661,0.99,0.000125
103,0.0032794243140961046,0.995,0.000125
104,0.003061447275540559,0.99,0.000125
105,0.0030674444552278145,0.99,0.000125
106,0.0035157809198426548,0.99,0.000125
107,0.003018882619944634,0.99,0.000125
108,0.0030857922521681756,0.995,0.000125
109,0.0029325449677162396,0.99,0.000125
110,0.00314769263002745,0.99,0.000125
111,0.003159185821059509,0.995,0.000125
112,0.0031767260128981434,0.995,0.000125
113,0.003386233760975301,0.99,0.000125
114,0.0028627539488661567,0.995,0.000125
115,0.0030808774355500644,0.99,0.000125
116,0.0029768306121695787,0.995,0.000125
117,0.002976517136848997,0.99,0.000125
118,0.0031615795750985854,0.99,0.000125
119,0.003587214133294765,0.99,0.000125
120,0.003175622404596652,0.995,6.25e-05
121,0.0026827852118913144,0.99,6.25e-05
122,0.0026733091473579405,0.99,6.25e-05
123,0.002669178283686051,0.995,6.25e-05
124,0.002669958474798477,0.99,6.25e-05
125,0.002591967561238562,0.995,6.25e-05
126,0.0028201972218812443,0.995,6.25e-05
127,0.003083568239981105,0.99,6.25e-05
128,0.002573507024189894,0.995,6.25e-05
129,0.0028511514372621606,0.99,6.25e-05
130,0.0028820254377205858,0.995,6.25e-05
131,0.002586028891673777,0.99,6.25e-05
132,0.0029010587805896647,0.99,6.25e-05
133,0.002565868757010321,0.99,6.25e-05
134,0.0025634992627601603,0.99,6.25e-05
135,0.002607484647014644,0.99,6.25e-05
136,0.002581117656081915,0.99,6.25e-05
137,0.002516561481534154,0.995,6.25e-05
138,0.0024326029554504205,0.99,6.25e-05
139,0.0025087919122597667,0.99,6.25e-05
140,0.002400077243000851,0.995,6.25e-05
141,0.002638368541302043,0.99,6.25e-05
142,0.0024391672530691723,0.99,6.25e-05
143,0.0025166963459923863,0.99,6.25e-05
144,0.002393917129156762,0.99,6.25e-05
145,0.002326568564039917,0.99,6.25e-05
146,0.0025848247868634645,0.99,6.25e-05
147,0.0023129900139610983,1.0,6.25e-05
148,0.0025394172032247296,0.995,6.25e-05
149,0.0023539706660085356,0.995,6.25e-05
150,0.0023976829362800343,0.99,3.125e-05
