Epoch,Loss fuction,Learning accuracy,Learning rate
1,0.9375190305709838,0.84,0.001
2,0.3391588509082794,0.885,0.001
3,0.31376051366329194,0.88,0.001
4,0.2942696475982666,0.88,0.001
5,0.25166786551475523,0.915,0.001
6,0.24265663027763368,0.765,0.001
7,0.23592516154050827,0.975,0.001
8,0.20786106765270232,0.95,0.001
9,0.1771742084622383,0.955,0.001
10,0.12565085172653198,0.975,0.001
11,0.12365032315254211,0.935,0.001
12,0.09005151852965355,0.965,0.001
13,0.06418466839939356,0.965,0.001
14,0.0743392652273178,0.985,0.001
15,0.05797819256782532,0.98,0.001
16,0.047784356139600276,0.975,0.001
17,0.03829910736531019,0.99,0.001
18,0.03620861550793052,0.985,0.001
19,0.02780714933294803,0.995,0.001
20,0.026758030569180847,0.975,0.001
21,0.02429093356244266,0.985,0.001
22,0.03465133218094706,0.98,0.001
23,0.02784341144375503,0.99,0.001
24,0.02067012959625572,0.99,0.001
25,0.020373475460801274,0.975,0.001
26,0.03455987225286663,0.985,0.001
27,0.0197900657216087,0.99,0.001
28,0.021039357902482153,0.99,0.001
29,0.01892734398599714,0.995,0.001
30,0.014339467189274728,0.995,0.0005
31,0.013613098575733602,0.995,0.0005
32,0.029267093408852817,0.995,0.0005
33,0.018155319672077893,0.99,0.0005
34,0.016484729463700207,0.99,0.0005
35,0.012228737552650273,0.99,0.0005
36,0.017769416344817726,0.99,0.0005
37,0.012591809608275072,0.99,0.0005
38,0.011995373821118847,0.995,0.0005
39,0.011094899738673121,0.995,0.0005
40,0.016879938851634507,0.99,0.0005
41,0.011897115118335933,0.99,0.0005
42,0.01078149831155315,0.99,0.0005
43,0.008048546234495007,0.985,0.0005
44,0.013605599388829432,0.975,0.0005
45,0.02976888099568896,0.99,0.0005
46,0.014056497088167816,0.995,0.0005
47,0.011657514518592507,0.995,0.0005
48,0.013583662213641219,0.99,0.0005
49,0.009297858347417786,0.99,0.0005
50,0.00786764929885976,0.99,0.0005
51,0.008102364924852737,0.995,0.0005
52,0.0069470563164213675,0.99,0.0005
53,0.010946447013993747,0.995,0.0005
