Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7
9.43474e-07,1.559e-06,8.484e-07,1.00495e-06,3.5916288282128004e-07,1.092e-06,7.045549501767332e-07
9.30737e-07,1.549e-06,8.433e-07,1.01295e-06,2.6384122942765282e-06,1.062e-06,1.8578550069804888e-07
9.42421e-07,1.551e-06,8.612e-07,1.00832e-06,2.7773443035747703e-06,1.065e-06,2.7939416431025555e-07
9.39579e-07,1.543e-06,8.84e-07,1.00368e-06,3.1350776648296914e-06,1.06e-06,9.297952972131318e-08
9.46e-07,1.538e-06,8.985e-07,1.00642e-06,3.288740175649236e-07,1.043e-06,2.0741967378547243e-06
9.75053e-07,1.532e-06,8.61e-07,1.01316e-06,2.280451222277023e-06,1.024e-06,1.0274905364740347e-06
9.60947e-07,1.542e-06,8.665e-07,1.01621e-06,1.486627275103438e-07,1.021e-06,7.644341863914494e-09
9.50316e-07,1.548e-06,9.005e-07,1.01632e-06,2.954979005985459e-06,1.035e-06,1.990355485373732e-06
9.15789e-07,1.54e-06,8.75e-07,1.01516e-06,3.4675200047018667e-06,1.05e-06,4.1555954432751904e-07
9.40211e-07,1.551e-06,8.938e-07,1.04379e-06,2.7557374065552116e-06,1.067e-06,3.7639529394937545e-06
9.43579e-07,1.541e-06,8.853e-07,1.04495e-06,8.274051470928816e-07,1.054e-06,9.312430420068804e-07
9.14316e-07,1.526e-06,8.702e-07,1.02863e-06,1.99674762150407e-06,1.065e-06,8.150117200238327e-08
9.30737e-07,1.522e-06,8.846e-07,1.01432e-06,1.348529075829319e-08,1.124e-06,2.9207512879551906e-06
9.06526e-07,1.507e-06,9.015e-07,1.024e-06,9.838822742236814e-07,1.188e-06,4.5416257531036304e-07
9.09368e-07,1.505e-06,8.715e-07,1.05684e-06,1.4327042022291268e-07,1.203e-06,1.5463368791309627e-06
9.11263e-07,1.503e-06,8.946e-07,1.04789e-06,1.4462008935317975e-06,1.221e-06,1.7286420784866257e-06
9.06526e-07,1.484e-06,8.935e-07,1.05179e-06,1.5597155720764752e-06,1.222e-06,8.176653080399636e-07
8.96947e-07,1.501e-06,2.698e-06,1.05789e-06,3.215314903040851e-07,1.215e-06,3.5097810399859715e-06
9.04421e-07,1.506e-06,1.383e-05,1.03863e-06,1.1206271028755563e-06,1.23e-06,9.633851680956429e-08
9.16211e-07,1.499e-06,0.0002624,1.00084e-06,6.672099405781684e-07,1.229e-06,8.062425664461656e-07
9.09053e-07,1.495e-06,0.0004453,1.00147e-06,2.7392150077898835e-06,1.221e-06,1.0995458255321763e-06
8.94316e-07,1.529e-06,0.000445,9.89579e-07,2.8545609935120196e-06,1.221e-06,1.7470549530713457e-06
8.96211e-07,1.471e-05,0.000443,9.25579e-07,1.1821797423502067e-07,1.221e-06,7.264120885685772e-07
9.06632e-07,0.0001603,0.0004429,9.24842e-07,5.468833164678309e-07,1.171e-06,3.7732144289973825e-06
8.95368e-07,0.0004714,0.0001946,9.44526e-07,1.2138174927683214e-06,1.198e-06,3.824355179359186e-06
9.08947e-07,0.0004729,8.383e-06,9.35474e-07,1.7711318950673438e-06,1.195e-06,5.080106351169209e-07
8.98421e-07,0.0004683,4.33e-07,9.18632e-07,7.457987213096704e-07,1.185e-06,4.429340093033125e-07
8.92526e-07,0.0004641,2.757e-07,9.3e-07,2.5739709537278933e-06,1.182e-06,8.050438778754358e-07
8.73263e-07,0.000306,4.156e-07,6.92526e-06,1.5440194379066656e-06,1.183e-06,1.0830098052162843e-06
8.74526e-07,1.144e-05,7.972e-07,2.24947e-05,1.808314968567625e-06,1.204e-06,2.2238561465997675e-07
8.79368e-07,3.188e-07,8.523e-07,0.000405474,1.9609606700030965e-06,1.205e-06,3.34382463280028e-06
8.76105e-07,3.077e-07,3.37e-06,0.000459368,6.048654700102269e-07,1.188e-06,1.4795763565797455e-06
9.97895e-06,2.002e-07,3.213e-06,0.000464737,3.628411352774812e-07,1.151e-06,2.0731469089682324e-06
5.14842e-05,1.815e-07,3.548e-06,0.000469789,3.95846992754111e-06,1.146e-06,3.925352023246805e-06
0.000468,1.739e-07,5.108e-06,0.000454526,2.0511982784660297e-06,1.172e-06,1.4293329864963734e-06
0.000489158,4.159e-07,5.183e-06,4.59263e-05,1.9687584525619784e-07,1.183e-06,2.9747794067511047e-06
0.000487474,1.458e-06,5.058e-06,1.45789e-06,2.672897525554507e-07,1.202e-06,2.3353675404678084e-06
0.000485053,2.704e-06,1.238e-06,4.32105e-07,2.183296943550017e-08,6.644e-06,3.539786030054208e-06
0.000446947,3.192e-06,1.422e-06,2.86316e-07,2.516010556709652e-06,1.793e-05,3.7911389799711593e-06
2.75895e-05,3.689e-06,1.803e-06,2.56e-07,1.8810353638582334e-06,0.000416,2.8969790670408765e-06
7.91053e-07,2.627e-06,1.898e-06,2.20947e-07,3.3402291009361344e-06,0.0004976,2.4642559597698985e-07
4.41368e-07,1.296e-06,1.523e-06,7.20842e-07,2.546723529294002e-06,0.0004948,1.6541899348666956e-06
3.17579e-07,7.536e-07,1.327e-06,2.76947e-06,2.95972938290185e-07,0.0004921,1.815906917059952e-06
2.05474e-07,1.48e-06,1.346e-06,2.89895e-06,3.0706065725787497e-06,0.0004858,5.11408655308713e-07
6.11474e-07,1.674e-06,1.368e-06,2.28737e-06,1.6815195869721683e-06,9.119e-05,1.538183321170559e-06
1.77263e-06,1.678e-06,1.342e-06,2.54e-06,1.8742883979075007e-06,5.369e-07,3.0251894058620338e-06
2.00632e-06,1.661e-06,1.332e-06,2.43684e-06,3.3642925114740155e-06,2.263e-07,3.4071018199244512e-06
3.92947e-06,1.688e-06,1.324e-06,6.99368e-07,7.245459586806659e-07,1.981e-07,3.7072870795650484e-06
6.62947e-06,1.715e-06,1.265e-06,8.53053e-07,2.7625182511951604e-07,1.841e-07,7.308469387403935e-07
6.02632e-06,1.674e-06,1.252e-06,8.45053e-07,3.564417074729707e-06,1.765e-07,3.1262407559690675e-06
5.98211e-06,1.673e-06,1.235e-06,9.10947e-07,2.4699552427767535e-06,1.731e-07,7.639146227475599e-07
1.04379e-06,1.68e-06,1.224e-06,8.66842e-07,1.5975717137357916e-06,1.69e-07,2.9332563720862657e-06
7.80421e-07,1.683e-06,1.216e-06,9.78632e-07,8.461962068173121e-07,1.312e-06,1.0997068243948055e-06
7.72842e-07,1.704e-06,1.206e-06,1.02042e-06,7.976668086384881e-07,3.255e-06,3.1719040348086586e-06
1.12105e-06,1.714e-06,1.197e-06,7.84526e-07,3.896618299143339e-06,5.098e-06,6.610561669350056e-07
1.19895e-06,1.713e-06,1.177e-06,9.36211e-07,3.603083598476925e-06,4.606e-06,1.7985840380005026e-06
9.27263e-07,1.712e-06,1.155e-06,9.19895e-07,3.434150059536278e-06,1.877e-06,3.4300441539043798e-06
7.75263e-07,1.717e-06,1.154e-06,9.32211e-07,1.793481684590735e-06,1.363e-06,3.0710335304339432e-06
8.34947e-07,1.719e-06,1.133e-06,9.50632e-07,2.7537616995466737e-06,1.398e-06,1.5526823428241386e-06
1.11789e-06,1.736e-06,1.106e-06,9.51474e-07,3.9016405198172896e-06,1.16e-06,2.7007172397576437e-07
1.14e-06,1.76e-06,1.076e-06,9.36842e-07,1.4734388636177864e-06,1.15e-06,2.2337753129717678e-06
1.14421e-06,1.742e-06,1.058e-06,9.63579e-07,2.582628584881479e-06,1.171e-06,8.549494411609601e-07
9.51474e-07,1.722e-06,1.049e-06,9.84737e-07,2.9402063587593653e-06,1.202e-06,1.3695959484746134e-06
9.44105e-07,1.721e-06,1.036e-06,9.96316e-07,1.4172916896751458e-06,1.388e-06,1.6701405252747437e-06
1.06105e-06,1.721e-06,1.023e-06,1.02147e-06,5.957610295099629e-07,1.407e-06,3.68039802893369e-06
1.09368e-06,1.72e-06,1.012e-06,1.04105e-06,2.5702908843977647e-06,1.222e-06,4.751007919396346e-07
1.12211e-06,1.716e-06,9.848e-07,1.04684e-06,4.0366092703350627e-07,1.157e-06,2.0148440146686893e-06
1.06842e-06,1.714e-06,9.707e-07,1.04842e-06,3.4521233774816373e-06,1.151e-06,6.864883081565689e-07
