Column_1,Column_2,Column_3,Column_4,Column_5
0.12595,0.05001,0.01345,0.06066,0.17625
0.12652,0.05001,0.01356,0.06008,0.17767
0.12539,0.05001,0.01366,0.0592,0.17739
0.12426,0.05001,0.01366,0.05803,0.1754
0.12369,0.05001,0.01366,0.05716,0.17455
0.12369,0.05001,0.01356,0.05599,0.17455
0.12369,0.05001,0.01356,0.05541,0.17342
0.122,0.05001,0.01366,0.0522,0.172
0.12143,0.05001,0.01366,0.05104,0.17229
0.12087,0.05001,0.01366,0.05104,0.172
0.12115,0.05001,0.01376,0.05074,0.17257
0.12059,0.05001,0.01366,0.05045,0.17229
0.12087,0.05001,0.01356,0.05045,0.172
0.1203,0.05001,0.01356,0.05045,0.17059
0.15928,0.05001,0.01366,0.05074,0.17059
2376.44733,0.05001,0.01376,3114.96063,3081.46784
2466.25247,0.05001,0.01376,3036.22047,3007.08416
2431.51652,0.05001,0.01376,3041.46982,2975.34712
2406.09997,0.05001,0.01356,3025.72178,2958.48682
2388.30839,0.05001,0.01345,2988.97638,2955.51148
2381.53064,0.05001,0.01335,2974.27822,2943.61009
2368.82237,0.05001,0.01356,2972.17848,2937.65939
2359.50297,0.05001,0.01356,2970.07874,2944.60187
2356.96131,0.05001,0.01366,2965.87927,2942.61831
2371.36402,0.05001,0.01356,2965.87927,2934.68405
2374.75289,0.05001,0.01345,2975.32808,2931.7087
2372.21124,0.05001,0.01325,2972.17848,2944.60187
2375.60011,0.05001,0.01345,2965.87927,2953.52791
2379.8362,0.05001,0.01335,2961.67979,2956.50326
2381.53064,0.05001,0.01356,2962.72966,2963.44574
2384.0723,0.05001,0.01356,2961.67979,2957.49504
2391.69726,0.05001,0.01366,2969.02887,2957.49504
2392.54448,0.05001,0.01387,2967.979,2958.48682
2395.08613,0.05001,0.01376,2961.67979,2957.49504
2390.85004,0.05001,0.01366,2955.38058,2955.51148
2391.69726,0.05001,0.01366,2959.58005,2952.53613
0.09348,0.05001,0.01345,0.10994,0.13318
0.13217,0.05001,0.01345,0.12219,0.1839
0.15137,0.05001,0.01345,0.13065,0.19949
0.1429,0.05001,0.01345,0.13969,0.20261
0.13753,0.05001,0.01325,0.13882,0.21649
0.15109,0.05001,0.01314,0.14027,0.21536
0.15504,0.05001,0.01304,0.14027,0.21876
0.15758,0.05001,0.01304,0.15048,0.21564
0.16012,0.05001,0.01283,0.15194,0.21054
0.15871,0.05001,0.01283,0.15456,0.21111
0.15532,0.04899,0.01283,0.14902,0.21082
0.15532,0.04899,0.01263,0.14436,0.20912
0.15871,0.05001,0.01283,0.13969,0.21224
0.16295,0.05001,0.01273,0.13473,0.21337
