Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7
9.777e-07,1.418e-06,8.696e-07,1.022e-06,5.593e-07,1.621311679071661e-06,2.6209096361890006e-06
9.743e-07,1.409e-06,8.777e-07,1.007e-06,4.991e-07,6.592613808171021e-08,3.1453723400396145e-06
9.703e-07,1.394e-06,9.006e-07,1e-06,4.937e-07,6.584094791414934e-07,4.25496424918085e-07
9.682e-07,1.436e-06,9.064e-07,9.958e-07,4.991e-07,1.1744807747445262e-07,9.230016953074988e-07
9.668e-07,1.416e-06,9.054e-07,9.951e-07,5.004e-07,2.9482620970566774e-06,2.3124214578256525e-06
9.608e-07,1.417e-06,8.894e-07,7.849e-07,4.937e-07,3.1091941064769022e-06,3.3128155835436997e-07
9.79e-07,1.412e-06,9.186e-07,7.489e-07,5.431e-07,1.4312979311747887e-07,2.812789095612895e-06
9.728e-07,1.427e-06,9.169e-07,7.377e-07,5.262e-07,3.6832037140236685e-06,3.18572130314263e-06
9.761e-07,1.431e-06,9.191e-07,7.672e-07,5.36e-07,3.3026027594918728e-06,1.7006766190269137e-06
9.785e-07,1.415e-06,9.111e-07,8.694e-07,5.543e-07,1.2394733094763142e-06,1.9064361162120045e-07
9.728e-07,1.415e-06,9.044e-07,9.078e-07,5.739e-07,3.5584694252559584e-06,2.990934568594802e-06
9.738e-07,1.404e-06,9.224e-07,9.17e-07,5.777e-07,2.9903143878809877e-06,2.3902615681154594e-07
9.851e-07,1.403e-06,9.307e-07,9.138e-07,5.955e-07,2.9955320611173023e-06,7.152075927793251e-07
9.744e-07,1.41e-06,9.198e-07,8.263e-07,5.814e-07,3.0450125732157434e-06,6.008452814713849e-07
9.717e-07,1.406e-06,9.289e-07,7.424e-07,5.906e-07,1.914206742746548e-06,1.2711757627621013e-06
9.776e-07,1.404e-06,9.168e-07,7.051e-07,5.894e-07,2.375737103919034e-06,2.168978428698871e-06
9.683e-07,1.412e-06,9.219e-07,6.815e-07,5.88e-07,2.31168795455688e-06,1.169611664277728e-06
9.777e-07,1.443e-06,9.227e-07,6.511e-07,5.835e-07,8.736968480355398e-07,1.048572066734497e-06
1.089e-06,1.434e-06,9.214e-07,6.172e-07,5.856e-07,9.647748807967385e-07,3.247994199479872e-06
1.234e-05,1.433e-06,9.294e-07,6.068e-07,5.986e-07,3.7153637506654304e-06,2.7900338095486483e-06
0.0001348,1.432e-06,9.426e-07,5.752e-07,5.957e-07,1.8161304381603268e-06,3.7693809661833674e-06
0.0004418,1.426e-06,9.251e-07,5.786e-07,5.963e-07,3.1604936777508933e-06,4.680477642330882e-07
0.0004448,1.44e-06,9.384e-07,5.687e-07,5.829e-07,3.242673230543887e-06,1.0293452541994651e-06
0.0004445,1.615e-06,9.449e-07,5.65e-07,5.891e-07,2.9114269723587707e-06,3.4659790145184378e-06
0.0004437,1.514e-05,9.494e-07,5.654e-07,5.927e-07,3.964357130852527e-06,1.5152523209895591e-06
0.0003539,0.0002225,9.449e-07,5.591e-07,6.08e-07,2.5253206077354818e-06,4.2984687017531616e-07
1.658e-05,0.0004725,9.482e-07,5.677e-07,5.975e-07,2.947070477901619e-07,1.1219622075681065e-06
5.237e-07,0.0004722,9.538e-07,5.727e-07,5.843e-07,1.930551181213756e-06,1.2688377724851759e-06
3.791e-07,0.0004658,9.632e-07,5.628e-07,5.894e-07,3.4298968464837445e-06,2.162281665918837e-06
2.351e-07,0.000462,9.959e-07,5.738e-07,5.846e-07,3.6018447030620744e-06,2.9815959276011906e-06
3.792e-07,0.0002392,1.127e-05,5.662e-07,5.865e-07,3.6373082018299147e-06,5.883346434431992e-07
6.639e-07,9.568e-06,7.185e-05,5.602e-07,5.946e-07,9.983049663254051e-07,3.7029176736318216e-06
2.19e-06,3.693e-07,0.0004715,5.69e-07,5.891e-07,3.1742780518040896e-06,4.593513472205286e-07
2.854e-06,2.97e-07,0.0004843,5.74e-07,5.924e-07,9.142189285523479e-07,3.38631466658576e-06
3.666e-06,2.405e-07,0.0004792,5.829e-07,6.009e-07,1.9452803533693254e-06,1.173426312576694e-06
4.906e-06,4.111e-07,0.0004747,5.809e-07,5.983e-07,9.967690583358614e-07,2.88224535874913e-06
4.851e-06,5.899e-07,0.0004413,6.068e-07,5.859e-07,9.988999629320352e-07,2.1900781491592306e-06
6.161e-06,8.725e-07,2.329e-05,1.208e-05,5.891e-07,7.598437337921799e-07,3.313885884298327e-06
1.075e-06,8.725e-07,3.274e-07,8.958e-05,5.856e-07,3.7344309656352385e-06,1.1564692006455646e-06
4.523e-07,1.865e-06,2.14e-07,0.0004599,5.855e-07,4.006511724679207e-08,1.5974144796578797e-06
1.13e-06,4.734e-06,1.924e-07,0.000466,5.833e-07,7.55564268577615e-07,3.8697106078452335e-06
1.016e-06,4.331e-06,1.807e-07,0.0004647,5.926e-07,2.113352605724629e-06,3.725675660601619e-07
1.271e-06,5.013e-06,1.746e-07,0.000463,5.87e-07,1.2113427867285775e-07,2.2690368321800013e-06
1.042e-06,3.37e-06,1.698e-07,0.0003753,5.927e-07,7.364795303758669e-07,3.4726616280716763e-06
8.524e-07,1.359e-06,1.95e-07,1.66e-05,9.172e-07,8.81396258262015e-07,3.6285216594030123e-06
1.018e-06,1.62e-06,2.569e-06,4.742e-07,1.158e-05,7.15415296859025e-07,1.2582272931501553e-06
1.081e-06,1.707e-06,4.526e-06,3.828e-07,0.0001265,4.906135642592777e-07,1.7119189711140786e-06
1.011e-06,1.658e-06,5.38e-06,3.171e-07,0.0004243,2.8009368481871193e-06,8.449981283437613e-07
1.016e-06,1.702e-06,2.292e-06,2.084e-07,0.0004301,1.2953644011116231e-06,1.0836918686588163e-06
1.047e-06,1.784e-06,1.15e-06,5.233e-07,0.0004323,2.0346910688196526e-06,3.40585221311748e-06
1.116e-06,1.947e-06,1.311e-06,1.631e-06,0.0004354,3.170629640081167e-06,1.6527728249369787e-06
1.122e-06,2.001e-06,1.505e-06,2.051e-06,0.0002968,3.084685369894919e-07,3.0180312360527345e-06
1.14e-06,2e-06,1.356e-06,3.773e-06,1.074e-05,2.655470599264868e-06,8.463485431817136e-07
1.096e-06,1.952e-06,1.271e-06,5.825e-06,4.297e-07,2.3633503287744404e-06,3.5178566160035016e-06
1.066e-06,1.889e-06,1.079e-06,5.546e-06,3.778e-07,2.6858378556835636e-06,3.1258630540565463e-06
1.057e-06,1.88e-06,1.142e-06,5.163e-06,2.683e-07,2.24260863269778e-06,1.6745254078416405e-07
1.049e-06,1.856e-06,1.186e-06,1.382e-06,2.199e-07,3.599214875436579e-06,1.0409182153741892e-07
1.015e-06,1.825e-06,1.201e-06,9.959e-07,2.097e-07,2.8941866959713836e-06,1.9832221386911577e-06
9.813e-07,1.833e-06,1.159e-06,6.458e-07,4.648e-07,8.160442121591846e-07,5.7034367286917575e-08
9.874e-07,1.824e-06,1.156e-06,5.267e-07,3.396e-06,1.7215557558044802e-06,2.6618232974946005e-06
9.633e-07,1.823e-06,1.143e-06,5.555e-07,2.64e-06,1.3117377516025982e-06,2.741846273782688e-06
9.589e-07,1.809e-06,1.121e-06,5.964e-07,1.659e-06,7.558720722138367e-10,3.0026009771395367e-06
9.407e-07,1.762e-06,1.089e-06,4.852e-07,3.175e-06,1.7252736723541163e-06,1.936367818650388e-06
9.317e-07,1.737e-06,1.027e-06,4.266e-07,1.258e-06,1.8764371144319755e-06,8.865573896550493e-08
9.219e-07,1.707e-06,9.277e-07,4.241e-07,6.06e-07,1.994594325930547e-06,2.3861471466749947e-06
8.959e-07,1.699e-06,9.032e-07,4.321e-07,6.52e-07,3.810125799642743e-06,1.1575708416630625e-07
8.916e-07,1.699e-06,8.793e-07,4.314e-07,7.495e-07,2.0158684345271083e-06,9.351023451261996e-07
8.825e-07,1.701e-06,8.586e-07,4.351e-07,6.241e-07,2.5735278806939375e-08,1.1339461254845532e-06
8.746e-07,1.695e-06,8.568e-07,4.29e-07,6.369e-07,6.928333559643454e-07,1.7067385936330445e-06
8.579e-07,1.685e-06,8.385e-07,4.322e-07,6.587e-07,1.4487654979568697e-06,2.6815466794647925e-06
8.668e-07,1.68e-06,8.276e-07,4.364e-07,6.226e-07,1.0576625575561333e-06,1.6576273233874055e-06
