Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7
2.4152978563319012e-06,8.527e-07,1.75567e-06,7.338e-07,7.092e-07,7.6701e-07,3.225520201130311e-06
3.954686697741746e-06,8.595e-07,1.74021e-06,7.283e-07,7.516e-07,7.52784e-07,3.631085802119353e-06
2.206663116032353e-06,8.639e-07,1.75258e-06,7.332e-07,7.775e-07,7.68144e-07,3.826395155131994e-06
3.986555048252247e-06,8.696e-07,1.74227e-06,7.283e-07,8.33e-07,7.93505e-07,3.8420052824729876e-06
2.7806025662818124e-06,8.838e-07,1.73299e-06,7.215e-07,8.731e-07,8.21856e-07,3.2821134108333623e-06
2.895822275387468e-06,8.795e-07,1.7299e-06,7.268e-07,9.073e-07,8.53608e-07,2.0021519152339495e-07
3.201563596461019e-06,8.794e-07,1.72268e-06,7.327e-07,9.046e-07,8.60619e-07,2.30424667888878e-06
4.9116860565479034e-08,8.834e-07,1.72268e-06,7.413e-07,9.066e-07,9.09381e-07,1.7667459092108849e-06
2.534925359411069e-06,8.851e-07,1.72784e-06,7.363e-07,9.044e-07,9.41443e-07,1.4106467999224986e-06
2.0471066026947143e-06,8.898e-07,1.74021e-06,7.152e-07,9.255e-07,9.52784e-07,2.101919676832363e-06
2.321647249222866e-06,8.899e-07,1.74021e-06,7.184e-07,9.341e-07,9.59175e-07,1.4527789897026e-06
2.7881961059873863e-06,9.041e-07,1.74227e-06,7.102e-07,9.29e-07,9.89485e-07,1.4439229950775005e-06
1.066343741654899e-06,8.993e-07,1.74124e-06,7.098e-07,9.332e-07,9.97113e-07,3.4471966453098254e-06
2.406767191386752e-06,8.994e-07,1.71753e-06,7.031e-07,9.216e-07,1.01031e-06,3.95553860709073e-06
3.67161738894649e-06,9.031e-07,1.67113e-06,7.127e-07,9.288e-07,1.02041e-06,1.8733930579001246e-06
9.772413376524946e-08,9.067e-07,1.66082e-06,7.14e-07,9.446e-07,1.03031e-06,2.158512698883177e-07
2.2521095322259653e-07,9.237e-07,1.70103e-06,7.175e-07,9.154e-07,1.09278e-06,2.925926192813412e-06
2.26866227483129e-06,9.172e-07,1.7299e-06,7.104e-07,9.087e-07,1.11959e-06,1.5297075432697657e-06
4.590195982013716e-07,1.063e-06,1.73299e-06,7.165e-07,8.803e-07,1.18969e-06,1.248774101408998e-06
3.0824288067715843e-06,1.366e-05,1.74124e-06,7.187e-07,8.918e-07,1.19072e-06,1.5250362145135056e-06
1.730516565784601e-07,0.0001304,1.74124e-06,7.148e-07,9.009e-07,1.20928e-06,1.6297167633865248e-06
1.694032201075446e-07,0.0004564,1.73608e-06,6.584e-07,9.126e-07,1.23608e-06,2.99098415749367e-06
2.9139326354240426e-06,0.0004588,1.66804e-06,5.989e-07,9.184e-07,1.24742e-06,1.1783641045948556e-06
7.438870217619136e-07,0.0004552,1.64845e-06,5.975e-07,9.175e-07,1.24639e-06,2.173385262511263e-06
2.3048038114730098e-06,0.0004529,1.43608e-05,5.955e-07,9.161e-07,1.26804e-06,2.222010956889211e-06
3.2987923722591586e-06,0.0003482,0.000132887,5.904e-07,9.249e-07,1.2701e-06,1.1185279293640263e-06
1.7397018327894854e-06,1.688e-05,0.000485258,5.963e-07,9.267e-07,1.28866e-06,2.7733329362983114e-07
6.923232807428943e-07,4.989e-07,0.000488041,6.008e-07,9.432e-07,1.29897e-06,1.9013976923111269e-06
3.2170391094836166e-06,5.195e-07,0.000484433,4.45e-06,9.172e-07,1.30515e-06,2.298382605064087e-06
2.130127652677772e-06,2.592e-07,0.000481134,1.394e-05,9.283e-07,1.31031e-06,3.4907962949888902e-06
1.445918446827886e-06,2.72e-07,0.000333093,0.0003626,9.168e-07,1.32165e-06,6.703287128799844e-07
3.7301032049889383e-06,1.653e-06,9.89691e-06,0.0004686,9.403e-07,1.35773e-06,5.123990592198061e-07
1.8189633240203222e-06,3.925e-06,3.04433e-07,0.0004661,9.583e-07,1.38763e-06,2.1260152162181065e-06
3.972280927610708e-06,3.642e-06,2.73711e-07,0.000463,9.563e-07,1.39175e-06,3.720193460924981e-06
2.2098213776520506e-06,4.044e-06,1.98041e-07,0.0004578,1.054e-06,1.39175e-06,1.854250462662573e-06
2.262824192353206e-06,5.26e-06,1.88144e-07,9.996e-05,1.54e-05,1.40825e-06,2.2777589631318783e-06
1.6452686651597753e-06,5.297e-06,1.82165e-07,3.864e-06,0.000191,1.40928e-06,1.2466399377457503e-07
3.4807777932632235e-06,5.853e-06,3.75052e-07,3.827e-07,0.0004851,1.42887e-06,3.7635901853438582e-06
3.4819590294889434e-07,1.644e-06,1.50412e-06,3.322e-07,0.0004836,1.44021e-06,1.3848824751338506e-06
5.025493741747326e-07,5.37e-07,2.49485e-06,2.311e-07,0.0004799,4.46495e-06,2.5675200926857223e-06
1.703691230309296e-06,1.575e-06,3.03093e-06,2.551e-07,0.0004758,1.38144e-05,1.6870536755993255e-06
3.6452674909342973e-06,9.867e-07,4.67526e-06,1.086e-06,0.0003312,0.000349691,8.206919970596202e-07
1.6649092799828615e-06,6.37e-07,4.11237e-06,1.755e-06,7.644e-06,0.000448247,3.090981626397859e-06
3.2889982855377467e-06,5.915e-07,1.30619e-06,2.308e-06,2.584e-07,0.000453402,7.516475895979275e-07
2.2768030348654336e-06,6.635e-07,1.27113e-06,5.928e-06,2.055e-07,0.000455361,3.558942940657028e-06
1.6207537392189057e-06,6.092e-07,1.57216e-06,4.784e-06,1.878e-07,0.000317629,9.660394890183261e-07
3.393548349985647e-06,6.345e-07,1.55258e-06,5.975e-06,1.772e-07,1.23918e-05,2.2493038126523188e-06
3.295484207384955e-06,6.88e-07,1.58557e-06,3.204e-06,1.71e-07,7.31546e-07,3.6113158800634953e-06
3.417947760404497e-06,6.602e-07,1.65052e-06,9.892e-07,1.696e-07,5.78144e-07,3.1590040662821957e-06
1.5419891953203683e-06,7.257e-07,1.67113e-06,5.998e-07,1.002e-06,5.23196e-07,7.237303885496331e-07
2.3445764057070216e-08,6.862e-07,1.68557e-06,8.669e-07,4.725e-06,2.1732e-07,2.558104453314811e-06
1.1470120553720662e-06,6.29e-07,1.7e-06,7.911e-07,5.408e-06,6.52887e-07,3.944484739251956e-06
2.1783676172273283e-06,6.323e-07,1.70515e-06,7.795e-07,5.378e-06,1.48454e-06,2.970303882543952e-07
3.4460041878600167e-07,6.243e-07,1.68247e-06,7.998e-07,1.363e-06,2.54639e-06,6.180597750734864e-07
3.81745166287223e-06,6.624e-07,1.64948e-06,7.198e-07,1.181e-06,2.52268e-06,1.1705938188274772e-06
2.4976987151383877e-06,6.443e-07,1.64021e-06,6.71e-07,1.086e-06,3.05361e-06,3.838802924880532e-06
2.4305926547618815e-06,6.357e-07,1.63505e-06,6.419e-07,1.038e-06,2.42165e-06,1.9826418646124757e-06
3.6596912946592646e-06,6.107e-07,1.63814e-06,6.406e-07,1.158e-06,2.07526e-06,2.8253297936761113e-06
